FIPS,Geographic Name,Geographic Subtype,Total Vote,Joseph R. Biden,Donald J. Trump
fips,name,type,totalvote,vote1,vote2
19059,Dickinson,County,11244,3661,7438
19061,Dubuque,County,53926,25657,27214
19063,Emmet,County,4853,1520,3265
19065,Fayette,County,10186,3835,6145
19067,Floyd,County,8032,3172,4732
19069,Franklin,County,5130,1626,3422
19071,Fremont,County,3857,1080,2711
19073,Greene,County,5057,1769,3223
19075,Grundy,County,7276,2206,4929
19077,Guthrie,County,6371,1985,4272
19079,Hamilton,County,7943,2843,4956
19081,Hancock,County,6172,1683,4390
19083,Hardin,County,8989,2976,5850
19085,Harrison,County,8155,2440,5569
19087,Henry,County,9982,3275,6507
19089,Howard,County,4958,1772,3127
19091,Humboldt,County,5327,1442,3819
19093,Ida,County,3849,917,2880
19095,Iowa,County,9742,3547,6009
19097,Jackson,County,11135,4029,6940
19099,Jasper,County,20184,7737,12084
19101,Jefferson,County,8959,4319,4443
19103,Johnson,County,83851,59177,22925
19105,Jones,County,10989,4213,6572
19107,Keokuk,County,5303,1414,3797
19109,Kossuth,County,9090,2696,6275
19111,Lee,County,16734,6541,9773
19113,Linn,County,127458,70874,53364
19115,Louisa,County,5332,1726,3500
19117,Lucas,County,4630,1284,3287
19119,Lyon,County,6863,1067,5707
19121,Madison,County,9824,3134,6507
19123,Mahaska,County,11404,2894,8297
19125,Marion,County,19232,6178,12663
19127,Marshall,County,18136,8176,9571
19129,Mills,County,8268,2508,5585
19131,Mitchell,County,5822,2053,3677
19133,Monona,County,4728,1407,3248
19135,Monroe,County,4088,1078,2975
19137,Montgomery,County,5327,1583,3659
19139,Muscatine,County,20671,9372,10823
19141,O'Brien,County,7551,1569,5861
19143,Osceola,County,3328,601,2690
19145,Page,County,7528,2086,5319
19147,Palo Alto,County,4958,1519,3370
19149,Plymouth,County,14188,3494,10492
19151,Pocahontas,County,3823,933,2826
19153,Polk,County,258755,146250,106800
19155,Pottawattamie,County,45744,18575,26247
19157,Poweshiek,County,10140,4306,5657
19159,Ringgold,County,2714,709,1968
19161,Sac,County,5535,1389,4061
19163,Scott,County,92599,46926,43683
19165,Shelby,County,6795,1959,4697
19167,Sioux,County,19051,3019,15680
19169,Story,County,51038,29175,20340
19171,Tama,County,9048,3577,5303
19173,Taylor,County,3249,746,2463
19175,Union,County,6185,2061,4010
19177,Van Buren,County,3791,875,2859
19179,Wapello,County,15633,5821,9516
19181,Warren,County,31039,12574,17782
19183,Washington,County,11765,4561,6971
19185,Wayne,County,3109,727,2338
19187,Webster,County,17822,6613,10938
19189,Winnebago,County,5970,2135,3707
19191,Winneshiek,County,12064,5617,6235
19193,Woodbury,County,45362,18704,25736
19195,Worth,County,4418,1596,2738
19197,Wright,County,6254,1996,4136
20001,Allen,County,5816,1559,4155
20003,Anderson,County,3720,765,2874
20005,Atchison,County,7312,2314,4826
20007,Barber,County,2313,284,1992
20009,Barton,County,10961,2302,8480
20011,Bourbon,County,6525,1505,4910
20013,Brown,County,4396,1088,3206
20015,Butler,County,31946,9003,22250
20017,Chase,County,1478,341,1114
20019,Chautauqua,County,1634,212,1397
20021,Cherokee,County,8945,2163,6622
20023,Cheyenne,County,1400,220,1158
20025,Clark,County,1048,143,885
20027,Clay,County,4120,883,3129
20029,Cloud,County,4174,893,3182
20031,Coffey,County,4440,928,3407
20033,Comanche,County,899,126,745
20035,Cowley,County,13911,4171,9442
20037,Crawford,County,16125,5971,9752
20039,Decatur,County,1458,208,1232
20041,Dickinson,County,9246,2040,7045
20043,Doniphan,County,3674,678,2949
20045,Douglas,County,57540,39436,16737
20047,Edwards,County,1413,267,1127
20049,Elk,County,1347,191,1130
20051,Ellis,County,13501,3633,9569
20053,Ellsworth,County,2806,646,2106
20055,Finney,County,11466,4155,7079
20057,Ford,County,8850,2926,5763
20059,Franklin,County,12247,3623,8326
20061,Geary,County,9311,3825,5193
20063,Gove,County,1433,163,1256
20065,Graham,County,1302,222,1052
20067,Grant,County,2452,497,1910
20069,Gray,County,2240,337,1871
20071,Greeley,County,628,77,537
20073,Greenwood,County,3030,562,2404
20075,Hamilton,County,837,134,684
20077,Harper,County,2626,453,2128
20079,Harvey,County,17034,6652,10015
20081,Haskell,County,1383,261,1103
20083,Hodgeman,County,1033,151,866
20085,Jackson,County,6468,1852,4435
20087,Jefferson,County,9544,3106,6193
20089,Jewell,County,1608,211,1369
20091,Johnson,County,336277,177925,151280
20093,Kearny,County,1413,255,1134
20095,Kingman,County,3910,745,3102
20097,Kiowa,County,1139,153,957
20099,Labette,County,8414,2607,5639
20101,Lane,County,888,114,757
20103,Leavenworth,County,36115,13753,21378
20105,Lincoln,County,1570,266,1273
20107,Linn,County,4903,863,3940
20109,Logan,County,1437,185,1231
20111,Lyon,County,13622,5878,7381
20113,McPherson,County,13868,3977,9562
20115,Marion,County,5969,1463,4377
20117,Marshall,County,5023,1239,3662
20119,Meade,County,1807,261,1508
20121,Miami,County,17624,5133,12116
20123,Mitchell,County,3039,547,2454
20125,Montgomery,County,13177,3147,9768
20127,Morris,County,2849,721,2085
20129,Morton,County,1163,147,1004
20131,Nemaha,County,5625,920,4612
20133,Neosho,County,6629,1727,4795
20135,Ness,County,1487,147,1315
20137,Norton,County,2382,361,1977
20139,Osage,County,7878,2099,5591
20141,Osborne,County,1899,275,1590
20143,Ottawa,County,3159,504,2581
20145,Pawnee,County,2712,635,2028
20147,Phillips,County,2752,318,2388
20149,Pottawatomie,County,12815,3257,9247
20151,Pratt,County,4107,924,3087
20153,Rawlins,County,1496,214,1253
20155,Reno,County,27129,8602,17948
20157,Republic,County,2643,420,2172
20159,Rice,County,4230,953,3187
20161,Riley,County,23855,11940,11174
20163,Rooks,County,2661,332,2294
20165,Rush,County,1748,291,1425
20167,Russell,County,3429,591,2765
20169,Saline,County,23911,8022,15313
20171,Scott,County,2322,290,1991
20173,Sedgwick,County,213552,90820,117653
20175,Seward,County,5099,1736,3285
20177,Shawnee,County,84061,42032,39890
20179,Sheridan,County,1397,144,1237
20181,Sherman,County,2668,386,2222
20183,Smith,County,2092,328,1734
20185,Stafford,County,2017,355,1631
20187,Stanton,County,767,147,607
20189,Stevens,County,1997,233,1731
20191,Sumner,County,10779,2551,7998
20193,Thomas,County,3782,622,3106
20195,Trego,County,1603,238,1341
20197,Wabaunsee,County,3861,956,2813
20199,Wallace,County,817,44,762
20201,Washington,County,2843,467,2332
20203,Wichita,County,961,147,803
20205,Wilson,County,3899,711,3111
20207,Woodson,County,1495,283,1189
20209,Wyandotte,County,55107,35566,18512
21001,Adair,County,8763,1392,7276
21003,Allen,County,9363,1642,7586
21005,Anderson,County,13240,3347,9657
21007,Ballard,County,4225,825,3356
21009,Barren,County,20055,5127,14654
21011,Bath,County,5627,1573,3986
21013,Bell,County,10044,1789,8140
21015,Boone,County,66953,20897,44811
21017,Bourbon,County,9643,3296,6190
21019,Boyd,County,21741,7083,14295
21021,Boyle,County,14467,5298,8872
21023,Bracken,County,4244,800,3398
21025,Breathitt,County,5661,1301,4265
21027,Breckinridge,County,10197,2350,7701
21029,Bullitt,County,41964,10551,30708
21031,Butler,County,6122,1079,4960
21033,Caldwell,County,6428,1433,4906
21035,Calloway,County,17443,5794,11351
21037,Campbell,County,48833,19373,28482
21039,Carlisle,County,2638,463,2159
21041,Carroll,County,4135,1116,2954
21043,Carter,County,11585,2642,8775
21045,Casey,County,7171,918,6179
21047,Christian,County,23863,8296,15080
21049,Clark,County,18128,6004,11811
21051,Clay,County,7590,831,6677
21053,Clinton,County,4932,603,4280
21055,Crittenden,County,4242,731,3451
21057,Cumberland,County,3309,508,2769
21059,Daviess,County,49240,17283,31023
21061,Edmonson,County,6131,1227,4828
21063,Elliott,County,2995,712,2246
21065,Estill,County,6538,1355,5100
21067,Fayette,County,152664,90566,58845
21069,Fleming,County,7066,1474,5534
21071,Floyd,County,16351,3884,12250
21073,Franklin,County,26059,12650,12900
21075,Fulton,County,2421,791,1605
21077,Gallatin,County,3849,822,2955
21079,Garrard,County,8703,1830,6754
21081,Grant,County,11106,2205,8725
21083,Graves,County,17018,3559,13206
21085,Grayson,County,11983,2400,9453
21087,Green,County,5812,920,4838
21089,Greenup,County,18176,4873,13064
21091,Hancock,County,4587,1351,3145
21093,Hardin,County,48941,18101,29832
21095,Harlan,County,10971,1494,9367
21097,Harrison,County,8853,2400,6334
21099,Hart,County,8369,1908,6345
21101,Henderson,County,20688,7639,12730
21103,Henry,County,8107,2142,5843
21105,Hickman,County,2199,458,1714
21107,Hopkins,County,21509,5439,15757
21109,Jackson,County,6113,605,5453
21111,Jefferson,County,386093,228288,150619
21113,Jessamine,County,26251,8567,17096
21115,Johnson,County,10192,1608,8450
21117,Kenton,County,82108,32265,48123
21119,Knott,County,6251,1412,4779
21121,Knox,County,13273,2114,11012
21123,Larue,County,7301,1504,5685
21125,Laurel,County,28097,4474,23234
21127,Lawrence,County,6955,1238,5633
21129,Lee,County,2659,459,2159
21131,Leslie,County,4811,446,4321
21133,Letcher,County,9135,1799,7226
21135,Lewis,County,5883,823,4986
21137,Lincoln,County,10913,2254,8489
21139,Livingston,County,5003,939,4010
21141,Logan,County,12346,3094,9067
21143,Lyon,County,4228,1092,3100
21145,McCracken,County,33521,11190,21820
21147,McCreary,County,6435,725,5664
21149,McLean,County,4782,1074,3633
21151,Madison,County,43903,15580,27353
21153,Magoffin,County,5446,1213,4174
21155,Marion,County,8928,2722,6113
21157,Marshall,County,17601,4071,13297
21159,Martin,County,3930,403,3496
21161,Mason,County,7958,2362,5477
21163,Meade,County,14110,3632,10184
21165,Menifee,County,3102,750,2311
21167,Mercer,County,11735,3033,8506
21169,Metcalfe,County,5012,975,3959
21171,Monroe,County,5330,657,4628
21173,Montgomery,County,12837,3630,8993
21175,Morgan,County,5535,1172,4297
21177,Muhlenberg,County,14229,3544,10496
21179,Nelson,County,23245,7188,15703
21181,Nicholas,County,3396,955,2408
21183,Ohio,County,11127,2404,8582
21185,Oldham,County,37936,14504,22651
21187,Owen,County,5456,1098,4292
21189,Owsley,County,1895,216,1670
21191,Pendleton,County,6925,1322,5515
21193,Perry,County,10606,2350,8118
21195,Pike,County,25368,4862,20279
21197,Powell,County,5505,1367,4041
21199,Pulaski,County,31537,5664,25441
21201,Robertson,County,1146,253,884
21203,Rockcastle,County,7783,1134,6577
21205,Rowan,County,10058,3880,5994
21207,Russell,County,8939,1329,7506
21209,Scott,County,28950,10564,17764
21211,Shelby,County,23542,8076,15054
21213,Simpson,County,8732,2681,5888
21215,Spencer,County,11429,2530,8737
21217,Taylor,County,12510,2961,9376
21219,Todd,County,5351,1202,4060
21221,Trigg,County,7375,1791,5487
21223,Trimble,County,4319,1012,3227
21225,Union,County,6576,1529,4965
21227,Warren,County,55351,22477,31790
21229,Washington,County,6223,1644,4482
21231,Wayne,County,9240,1700,7430
21233,Webster,County,5991,1412,4506
21235,Whitley,County,15347,2552,12567
21237,Wolfe,County,2979,839,2097
21239,Woodford,County,15211,6530,8362
22001,Acadia,Parish,28425,5443,22596
22003,Allen,Parish,9810,2108,7574
22005,Ascension,Parish,62325,20399,40687
22007,Assumption,Parish,11235,3833,7271
22009,Avoyelles,Parish,17292,4979,12028
22011,Beauregard,Parish,16357,2542,13575
22013,Bienville,Parish,7050,3067,3891
22015,Bossier,Parish,54655,15662,38074
22017,Caddo,Parish,104912,55110,48021
22019,Calcasieu,Parish,82663,25982,55066
22021,Caldwell,Parish,4762,745,3976
22023,Cameron,Parish,4039,324,3671
22025,Catahoula,Parish,4858,1269,3541
22027,Claiborne,Parish,6580,2731,3770
22029,Concordia,Parish,8828,3177,5550
22031,De Soto,Parish,14736,5457,9112
22033,East Baton Rouge,Parish,208182,115577,88420
22035,East Carroll,Parish,3036,1900,1080
22037,East Feliciana,Parish,10509,4280,6064
22039,Evangeline,Parish,15412,4158,11053
22041,Franklin,Parish,9720,2658,6970
22043,Grant,Parish,9392,1157,8117
22045,Iberia,Parish,32713,11027,21251
22047,Iberville,Parish,16719,8514,7893
22049,Jackson,Parish,7632,2143,5394
22051,Jefferson,Parish,193733,84477,105949
22053,Jefferson Davis,Parish,14841,3208,11423
22055,Lafayette,Parish,114521,39685,72519
22057,Lafourche,Parish,45388,8672,36024
22059,La Salle,Parish,7077,638,6378
22061,Lincoln,Parish,19275,7559,11311
22063,Livingston,Parish,65230,9249,54877
22065,Madison,Parish,4670,2654,1930
22067,Morehouse,Parish,11574,4946,6510
22069,Natchitoches,Parish,16554,6896,9358
22071,Orleans,Parish,177819,147854,26664
22073,Ouachita,Parish,69166,25913,42255
22075,Plaquemines,Parish,11014,3414,7412
22077,Pointe Coupee,Parish,12371,4683,7503
22079,Rapides,Parish,58865,19475,38347
22081,Red River,Parish,4132,1644,2413
22083,Richland,Parish,9940,3225,6607
22085,Sabine,Parish,10596,1731,8776
22087,St. Bernard,Parish,17650,6151,11179
22089,St. Charles,Parish,28517,9800,18233
22091,St. Helena,Parish,6158,3346,2714
22093,St. James,Parish,12590,6510,5954
22095,St. John the Baptist,Parish,21432,13582,7538
22097,St. Landry,Parish,41154,17372,23171
22099,St. Martin,Parish,27038,8439,18203
22101,St. Mary,Parish,23186,8055,14811
22103,St. Tammany,Parish,140110,37746,99666
22105,Tangipahoa,Parish,57661,18887,37806
22107,Tensas,Parish,2554,1329,1197
22109,Terrebonne,Parish,46240,11198,34339
22111,Union,Parish,11201,2654,8407
22113,Vermilion,Parish,27324,5009,21930
22115,Vernon,Parish,17268,2898,14107
22117,Washington,Parish,19513,5970,13307
22119,Webster,Parish,18216,6172,11830
22121,West Baton Rouge,Parish,14097,6200,7684
22123,West Carroll,Parish,5052,710,4317
22125,West Feliciana,Parish,6268,2298,3863
22127,Winn,Parish,6225,1543,4619
23001,Androscoggin,County,,27568,29259
23003,Aroostook,County,,13318,19622
23005,Cumberland,County,,128563,59491
23007,Franklin,County,,7061,7324
23009,Hancock,County,,18412,13662
23011,Kennebec,County,,34297,34151
23013,Knox,County,,14798,9870
23015,Lincoln,County,,11807,9723
23017,Oxford,County,,14027,16860
23019,Penobscot,County,,35327,40132
23021,Piscataquis,County,,3273,5703
23023,Sagadahoc,County,,13531,9755
23025,Somerset,County,,8971,13915
23027,Waldo,County,,12389,11279
23029,Washington,County,,4652,7104
23031,York,County,,72363,54099
24001,Allegany,County,30641,9158,20886
24003,Anne Arundel,County,309913,172823,127821
24005,Baltimore,County,385536,236859,139229
24009,Calvert,County,49112,22587,25346
24011,Caroline,County,15794,5095,10283
24013,Carroll,County,100420,36456,60218
24015,Cecil,County,47472,16809,29439
24017,Charles,County,89498,62171,25579
24019,Dorchester,County,15977,6857,8764
24021,Frederick,County,143851,76554,63101
24023,Garrett,County,15611,3281,12002
24025,Harford,County,148186,63095,80930
24027,Howard,County,183062,129433,48390
24029,Kent,County,10794,5329,5195
24031,Montgomery,County,484007,378957,93466
24033,Prince George's,County,414540,370212,36006
24035,Queen Anne's,County,30290,10709,18741
24037,St. Mary's,County,55665,23138,30826
24039,Somerset,County,10119,4241,5739
24041,Talbot,County,22407,11062,10946
24043,Washington,County,67507,26044,40221
24045,Wicomico,County,45996,22054,22944
24047,Worcester,County,31571,12560,18571
24510,Baltimore,City,235508,205558,25169
25001,Barnstable,County,,89812,54147
25003,Berkshire,County,,47424,16263
25005,Bristol,County,,150063,118085
25007,Dukes,County,,9763,2588
25009,Essex,County,,262297,142815
25011,Franklin,County,,26894,10126
25013,Hampden,County,,122615,84231
25015,Hampshire,County,,61555,21807
25017,Middlesex,County,,599370,222374
25019,Nantucket,County,,5234,1912
25021,Norfolk,County,,258357,118838
25023,Plymouth,County,,141872,111503
25025,Suffolk,County,,252661,55699
25027,Worcester,County,,243932,169727
26001,Alcona,County,7063,2142,4848
26003,Alger,County,5128,2053,3014
26005,Allegan,County,67082,24449,41392
26007,Alpena,County,16966,6000,10686
26009,Antrim,County,15949,5960,9748
26011,Arenac,County,8839,2774,5928
26013,Baraga,County,4036,1478,2512
26015,Barry,County,35905,11797,23471
26017,Bay,County,55956,23864,31159
26019,Benzie,County,12259,5480,6600
26021,Berrien,County,82552,37438,43518
26023,Branch,County,20577,6161,14066
26025,Calhoun,County,66265,28869,36219
26027,Cass,County,26242,9130,16699
26029,Charlevoix,County,17000,6939,9841
26031,Cheboygan,County,15868,5437,10186
26033,Chippewa,County,17640,6648,10681
26035,Clare,County,16281,5199,10861
26037,Clinton,County,47910,21968,25098
26039,Crawford,County,7665,2612,4955
26041,Delta,County,21151,7606,13207
26043,Dickinson,County,14589,4744,9617
26045,Eaton,County,64327,31299,31798
26047,Emmet,County,22176,9662,12135
26049,Genesee,County,222969,120082,99199
26051,Gladwin,County,14603,4524,9893
26053,Gogebic,County,8266,3570,4600
26055,Grand Traverse,County,60227,28683,30502
26057,Gratiot,County,19148,6693,12102
26059,Hillsdale,County,23288,5883,17037
26061,Houghton,County,18501,7750,10378
26063,Huron,County,18437,5490,12731
26065,Ingham,County,144505,94212,47639
26067,Ionia,County,32205,10901,20657
26069,Iosco,County,15359,5373,9759
26071,Iron,County,6789,2493,4216
26073,Isabella,County,29440,14072,14815
26075,Jackson,County,80863,32004,47381
26077,Kalamazoo,County,143708,83686,56823
26079,Kalkaska,County,10627,3003,7436
26081,Kent,County,359223,186753,165318
26083,Keweenaw,County,1557,672,862
26085,Lake,County,6332,2288,3946
26087,Lapeer,County,52639,16368,35480
26089,Leelanau,County,16898,8795,7916
26091,Lenawee,County,53374,20918,31541
26093,Livingston,County,127166,48220,76982
26095,Luce,County,3001,842,2109
26097,Mackinac,County,7015,2632,4304
26099,Macomb,County,496523,225561,264535
26101,Manistee,County,14654,6107,8321
26103,Marquette,County,37458,20465,16286
26105,Mason,County,17249,6802,10207
26107,Mecosta,County,21046,7375,13267
26109,Menominee,County,12606,4316,8117
26111,Midland,County,49177,20493,27675
26113,Missaukee,County,8754,1967,6648
26115,Monroe,County,87148,32975,52710
26117,Montcalm,County,32086,9703,21815
26119,Montmorency,County,5859,1628,4171
26121,Muskegon,County,92435,45643,45133
26123,Newaygo,County,27205,7874,18864
26125,Oakland,County,771769,433982,325916
26127,Oceana,County,14062,4944,8892
26129,Ogemaw,County,11907,3475,8253
26131,Ontonagon,County,3804,1391,2358
26133,Osceola,County,12329,3214,8928
26135,Oscoda,County,4874,1342,3466
26137,Otsego,County,14756,4743,9779
26139,Ottawa,County,168627,64705,100913
26141,Presque Isle,County,8342,2911,5342
26143,Roscommon,County,15018,5166,9670
26145,Saginaw,County,103483,51088,50785
26147,St. Clair,County,92190,31363,59185
26149,St. Joseph,County,27980,9262,18127
26151,Sanilac,County,22446,5966,16194
26153,Schoolcraft,County,4745,1589,3090
26155,Shiawassee,County,39261,15347,23149
26157,Tuscola,County,29442,8712,20297
26159,Van Buren,County,39101,16800,21591
26161,Washtenaw,County,216280,157136,56241
26163,Wayne,County,863416,587074,264149
26165,Wexford,County,18265,5838,12102
27001,Aitkin,County,10025,3607,6258
27003,Anoka,County,211129,100890,104902
27005,Becker,County,19401,6589,12438
27007,Beltrami,County,24189,11426,12188
27009,Benton,County,22260,7281,14382
27011,Big Stone,County,2973,1053,1862
27013,Blue Earth,County,36051,18330,16731
27015,Brown,County,14635,4753,9552
27017,Carlton,County,20369,10098,9791
27019,Carver,County,66361,30773,34009
27021,Cass,County,18290,6342,11621
27023,Chippewa,County,6611,2226,4250
27025,Chisago,County,34564,11801,21915
27027,Clay,County,32239,16357,15043
27029,Clearwater,County,4708,1260,3372
27031,Cook,County,3806,2496,1203
27033,Cottonwood,County,6107,1834,4165
27035,Crow Wing,County,40173,13726,25676
27037,Dakota,County,261162,145542,109204
27039,Dodge,County,12185,4078,7782
27041,Douglas,County,24165,7868,15799
27043,Faribault,County,7914,2531,5191
27045,Fillmore,County,12141,4551,7301
27047,Freeborn,County,16818,6889,9578
27049,Goodhue,County,28635,11805,16052
27051,Grant,County,3654,1300,2269
27053,Hennepin,County,755947,532608,205966
27055,Houston,County,11440,4853,6334
27057,Hubbard,County,12965,4462,8202
27059,Isanti,County,24235,7138,16491
27061,Itasca,County,26562,10787,15239
27063,Jackson,County,5819,1745,3948
27065,Kanabec,County,9242,2774,6278
27067,Kandiyohi,County,23367,8440,14437
27069,Kittson,County,2639,1006,1546
27071,Koochiching,County,6922,2659,4131
27073,Lac Qui Parle,County,4039,1445,2528
27075,Lake,County,7202,3647,3393
27077,Lake of the Woods,County,2408,671,1704
27079,Le Sueur,County,16816,5671,10775
27081,Lincoln,County,3115,937,2121
27083,Lyon,County,12889,4630,7979
27085,McLeod,County,20933,6413,13986
27087,Mahnomen,County,2304,1112,1142
27089,Marshall,County,5113,1295,3721
27091,Martin,County,11009,3305,7480
27093,Meeker,County,13528,3867,9358
27095,Mille Lacs,County,14689,4403,9953
27097,Morrison,County,19556,4367,14819
27099,Mower,County,19345,8899,10025
27101,Murray,County,4896,1449,3363
27103,Nicollet,County,19124,9622,9018
27105,Nobles,County,8715,2933,5600
27107,Norman,County,3442,1404,1954
27109,Olmsted,County,91385,49492,39692
27111,Otter Tail,County,36398,11958,23800
27113,Pennington,County,7277,2568,4532
27115,Pine,County,16001,5419,10256
27117,Pipestone,County,4941,1306,3553
27119,Polk,County,15593,5439,9864
27121,Pope,County,7022,2477,4417
27123,Ramsey,County,295685,211397,77315
27125,Red Lake,County,2196,691,1454
27127,Redwood,County,8284,2355,5771
27129,Renville,County,8127,2496,5466
27131,Rice,County,35685,17402,17463
27133,Rock,County,5239,1556,3582
27135,Roseau,County,8421,2188,6065
27137,St. Louis,County,119534,67708,49016
27139,Scott,County,87961,40037,45871
27141,Sherburne,County,55610,18064,36221
27143,Sibley,County,8452,2417,5864
27145,Stearns,County,84839,31881,50959
27147,Steele,County,21128,7917,12656
27149,Stevens,County,5084,1921,3044
27151,Swift,County,5193,1784,3316
27153,Todd,County,13257,3286,9753
27155,Traverse,County,1864,661,1172
27157,Wabasha,County,13123,4696,8153
27159,Wadena,County,7677,2023,5520
27161,Waseca,County,10389,3496,6624
27163,Washington,County,166784,89164,73764
27165,Watonwan,County,5201,1987,3103
27167,Wilkin,County,3430,1026,2328
27169,Winona,County,27173,13333,13227
27171,Wright,County,82420,28427,51970
27173,Yellow Medicine,County,5527,1687,3734
28001,Adams,County,0,0,0
28003,Alcorn,County,15793,2782,12818
28005,Amite,County,7196,2620,4503
28007,Attala,County,8823,3542,5178
28009,Benton,County,4289,1679,2570
28011,Bolivar,County,13744,8904,4671
28013,Calhoun,County,6590,1902,4625
28015,Carroll,County,0,0,0
28017,Chickasaw,County,8141,3810,4175
28019,Choctaw,County,4223,1185,3001
28021,Claiborne,County,4449,3772,603
28023,Clarke,County,8338,2838,5417
28025,Clay,County,10189,5844,4181
28027,Coahoma,County,8636,6130,2400
28029,Copiah,County,12883,6470,6250
28031,Covington,County,9360,3416,5854
28033,DeSoto,County,75013,27733,45788
28035,Forrest,County,31654,13755,17290
28037,Franklin,County,4461,1480,2923
28039,George,County,11049,1218,9713
28041,Greene,County,5812,966,4794
28043,Grenada,County,0,0,0
28045,Hancock,County,20957,4504,16132
28047,Harrison,County,75965,27728,46822
28049,Hinds,County,81811,59192,21242
28051,Holmes,County,0,0,0
28053,Humphreys,County,4189,3016,1118
28055,Issaquena,County,676,355,308
28057,Itawamba,County,10819,1249,9438
28059,Jackson,County,54543,17375,36295
28061,Jasper,County,8736,4341,4302
28063,Jefferson,County,3908,3327,531
28065,Jefferson Davis,County,6213,3599,2534
28067,Jones,County,30091,8517,21226
28069,Kemper,County,4731,2887,1787
28071,Lafayette,County,23423,10070,12949
28073,Lamar,County,28485,7340,20704
28075,Lauderdale,County,31286,12960,17967
28077,Lawrence,County,0,0,0
28079,Leake,County,9200,3897,5228
28081,Lee,County,0,0,0
28083,Leflore,County,0,0,0
28085,Lincoln,County,16801,5040,11596
28087,Lowndes,County,27241,13087,13800
28089,Madison,County,0,0,0
28091,Marion,County,12177,3787,8273
28093,Marshall,County,15817,8057,7566
28095,Monroe,County,17259,5874,11177
28097,Montgomery,County,5075,2121,2917
28099,Neshoba,County,11732,3260,8320
28101,Newton,County,10183,3075,6997
28103,Noxubee,County,5339,4040,1240
28105,Oktibbeha,County,19757,10299,9004
28107,Panola,County,15627,7403,8060
28109,Pearl River,County,24068,4148,19595
28111,Perry,County,5916,1362,4500
28113,Pike,County,17380,8646,8479
28115,Pontotoc,County,14361,2614,11550
28117,Prentiss,County,10571,2139,8312
28119,Quitman,County,3226,2150,1026
28121,Rankin,County,70821,18847,50895
28123,Scott,County,10733,4330,6285
28125,Sharkey,County,2183,1465,688
28127,Simpson,County,11815,4037,7635
28129,Smith,County,8327,1791,6458
28131,Stone,County,7878,1802,5964
28133,Sunflower,County,9681,6781,2799
28135,Tallahatchie,County,5685,3105,2488
28137,Tate,County,13093,4183,8707
28139,Tippah,County,10102,1937,8054
28141,Tishomingo,County,9138,1059,7933
28143,Tunica,County,3562,2580,926
28145,Union,County,12683,2160,10373
28147,Walthall,County,0,0,0
28149,Warren,County,21053,10442,10365
28151,Washington,County,0,0,0
28153,Wayne,County,10056,3624,6307
28155,Webster,County,5395,1043,4291
28157,Wilkinson,County,0,0,0
28159,Winston,County,9250,4040,5112
28161,Yalobusha,County,6535,2785,3671
28163,Yazoo,County,10436,5496,4832
29001,Adair,County,10337,3705,6391
29003,Andrew,County,9775,2351,7256
29005,Atchison,County,2814,564,2199
29007,Audrain,County,10660,2703,7727
29009,Barry,County,15617,2948,12425
29011,Barton,County,6077,844,5168
29013,Bates,County,8435,1672,6595
29015,Benton,County,10478,2179,8106
29017,Bollinger,County,5981,749,5162
29019,Boone,County,91200,49999,38596
29021,Buchanan,County,36598,13445,22450
29023,Butler,County,18137,3301,14599
29025,Caldwell,County,4696,897,3725
29027,Callaway,County,21178,5868,14812
29029,Camden,County,24774,5640,18825
29031,Cape Girardeau,County,40386,10738,28873
29033,Carroll,County,4540,785,3706
29035,Carter,County,2906,418,2451
29037,Cass,County,57551,19035,37172
29039,Cedar,County,7039,1143,5786
29041,Chariton,County,4076,916,3109
29043,Christian,County,46814,11126,34904
29045,Clark,County,3397,678,2672
29047,Clay,County,126618,59519,64583
29049,Clinton,County,10894,2894,7789
29051,Cole,County,39486,12687,26066
29053,Cooper,County,8710,2249,6272
29055,Crawford,County,10973,2113,8725
29057,Dade,County,4123,656,3414
29059,Dallas,County,8122,1380,6620
29061,Daviess,County,3884,740,3077
29063,DeKalb,County,4851,930,3827
29065,Dent,County,7142,1056,5987
29067,Douglas,County,6994,1012,5896
29069,Dunklin,County,10429,2200,8135
29071,Franklin,County,53752,14561,38034
29073,Gasconade,County,7923,1601,6222
29075,Gentry,County,3239,613,2580
29077,Greene,County,138074,53307,81312
29079,Grundy,County,4437,799,3585
29081,Harrison,County,3825,597,3198
29083,Henry,County,10776,2615,8019
29085,Hickory,County,5080,1054,3965
29087,Holt,County,2344,338,1976
29089,Howard,County,5096,1412,3552
29091,Howell,County,18639,3214,15174
29093,Iron,County,4602,945,3596
29095,Jackson,County,331536,198031,125897
29097,Jasper,County,52515,13539,37714
29099,Jefferson,County,116643,37507,77021
29101,Johnson,County,23134,6961,15468
29103,Knox,County,1856,340,1486
29105,Laclede,County,16784,2779,13755
29107,Lafayette,County,17038,4470,12262
29109,Lawrence,County,17930,3214,14421
29111,Lewis,County,4597,984,3541
29113,Lincoln,County,28861,6553,21702
29115,Linn,County,5709,1274,4344
29117,Livingston,County,6756,1409,5266
29119,McDonald,County,9062,1437,7465
29121,Macon,County,7843,1661,6075
29123,Madison,County,5671,1017,4581
29125,Maries,County,4774,814,3890
29127,Marion,County,13370,3201,9910
29129,Mercer,County,1782,222,1541
29131,Miller,County,12396,2038,10175
29133,Mississippi,County,4756,1178,3537
29135,Moniteau,County,7167,1307,5738
